event_index,event_title,event_date,related_companies,related_concepts,status,matched_by,matched_value,stock_code,stock_name,trade_date_used,turnover_rate,float_mv,reason
151,中坚科技收监管函,2026-04-27 17:16:01,中坚科技,工业机械|智能制造|监管关注,ok,company,中坚科技,002779,中坚科技,2026-04-17,1.7608,156.1583,
152,沃森生物Q1净利润暴增4082%,2026-04-27 17:15:25,沃森生物(300142.SZ),疫苗|mRNA疫苗|肺炎疫苗,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
153,维科技术钠电池亏损公告,2026-04-27 17:12:56,维科技术(600152),钠离子电池|储能|锂电池,ok,concept,储能,301157,华塑科技,2026-04-17,41.1832,17.714,
154,海口限价房上市新规,2026-04-27 17:12:23,,房地产|保障房|海南自贸港,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
155,方正科技一季度净利润增195%,2026-04-27 17:11:11,方正科技(600601.SH),PCB|电子制造|5G通信,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
156,高通与OpenAI合作研发处理器,2026-04-27 17:10:54,高通|OpenAI,AI芯片|智能手机处理器|AI大模型,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
157,嘉元科技一季度净利增393%,2026-04-27 17:09:46,嘉元科技(688388.SH),铜箔|锂电池|新能源材料,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
158,富祥药业Q1净利增2633%,2026-04-27 17:08:47,富祥药业(300497.SZ),锂电池|电解液|储能,ok,concept,储能,301157,华塑科技,2026-04-17,41.1832,17.714,
159,福斯特Q1净利润同比降22%,2026-04-27 17:08:05,福斯特(603806.SH),光伏|光伏胶膜|新能源,ok,concept,光伏,920249,利尔达,2026-04-17,34.5014,14.2373,
160,道道全Q1净利润同比降86%,2026-04-27 17:07:12,道道全(002852.SZ),食用油|农产品加工|消费,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
161,特斯拉SpaceX合并预测,2026-04-27 17:07:01,特斯拉|SpaceX,特斯拉概念|商业航天|人工智能,ok,concept,"特斯拉概念,商业航天,人工智能",002771,真视通,2026-04-17,44.1472,32.3201,
162,埃科光电Q1净利润增169%,2026-04-27 17:06:39,埃科光电(688610.SH),机器视觉|PCB检测|锂电设备,ok,concept,机器视觉,300166,东方国信,2026-04-17,18.275,150.9025,
163,大金重工Q1净利增88%,2026-04-27 17:05:22,大金重工(002487.SZ),风电设备|海上风电|高端装备,ok,concept,高端装备,002361,神剑股份,2026-04-17,42.8122,151.7105,
164,杭氧股份Q1净利润增17%,2026-04-27 17:04:28,杭氧股份(002430.SZ),工业气体|空分设备|国企改革,ok,concept,工业气体,688146,中船特气,2026-04-17,11.1787,93.2307,
165,国际复材Q1净利增412%,2026-04-27 17:04:10,国际复材(301526.SZ),玻璃纤维|复合材料|新材料,ok,concept,新材料,002361,神剑股份,2026-04-17,42.8122,151.7105,
166,扬农化工Q1净利润同比降6.41%,2026-04-27 17:03:03,扬农化工(600486.SH),农药|化工|业绩预增,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
167,手机直连卫星市场预估增长,2026-04-27 17:02:58,,卫星通信|手机直连卫星|6G,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
168,均胜电子Q1净利润增18%,2026-04-27 17:02:52,均胜电子(600699.SH)|广东香山衡器集团股份有限公司,智能驾驶|汽车零部件|新能源汽车,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
169,湖北宜化Q1净利润增36%,2026-04-27 17:02:02,湖北宜化(000422.SZ),磷化工|化肥|煤化工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
170,广东宣传部副部长被查,2026-04-27 17:01:48,,反腐|传媒|广东国资,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
171,真爱美家要约收购完成复牌,2026-04-27 17:01:13,真爱美家(003041.SZ)|广州探迹远擎科技合伙企业(有限合伙),要约收购|股权转让|复牌概念,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
172,王中和受贿行贿案宣判,2026-04-27 17:00:58,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
173,紫光国微Q1净利润增180%,2026-04-27 17:00:48,紫光国微(002049.SZ),特种集成电路|军工电子|芯片设计,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
174,德银上调蔚来目标价,2026-04-27 16:59:07,蔚来,新能源汽车|造车新势力|智能驾驶,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
175,神剑股份龙虎榜净卖出,2026-04-27 16:58:50,神剑股份,,ok,company,神剑股份,002361,神剑股份,2026-04-17,42.8122,151.7105,
176,金诚信一季度净利润增42.55%,2026-04-27 16:58:29,金诚信(603979.SH),铜矿|有色金属|矿产资源,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
177,融捷股份Q1净利润同比增1296%,2026-04-27 16:58:04,融捷股份(002192.SZ),锂矿|锂电池|新能源,ok,concept,锂矿,002213,大为股份,2026-04-17,26.5228,77.934,
178,深圳金饰一口价打折促销,2026-04-27 16:57:15,,黄金珠宝|消费零售|贵金属,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
179,黑龙江生猪市场形势座谈会,2026-04-27 16:54:41,,生猪养殖|猪肉概念|农业,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
180,浙能电力Q1净利润降11.84%,2026-04-27 16:53:31,浙能电力(600023.SH),电力改革|火电|电价市场化,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
181,国产开源大模型密集迭代升级,2026-04-27 16:51:50,百度|阿里巴巴|华为,AI大模型|国产软件|算力,ok,concept,国产软件,600410,华胜天成,2026-04-17,22.9354,317.3256,
182,美国得州龙卷风致2人死亡,2026-04-27 16:50:00,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
183,太空算力部署加速,2026-04-27 16:48:36,该公司,太空算力|智算中心|AI应用,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
184,药明康德Q1净利润增26.68%,2026-04-27 16:48:35,药明康德(603259.SH),CRO|CDMO|创新药,ok,concept,创新药,300858,科拓生物,2026-04-17,22.448,49.8159,
185,松发股份Q1净利润增330%,2026-04-27 16:47:28,松发股份(603268.SH),船舶制造|军工|高端装备,ok,concept,高端装备,002361,神剑股份,2026-04-17,42.8122,151.7105,
186,英央行料维持利率不变,2026-04-27 16:46:05,,银行|外汇|宏观,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
187,无人机强制国标实施,2026-04-27 16:45:23,,无人机|低空经济|航空装备,ok,concept,"无人机,低空经济",002361,神剑股份,2026-04-17,42.8122,151.7105,
188,中金维持GEV和特斯拉评级,2026-04-27 16:44:37,GE Vernova|特斯拉,新能源|电力设备|智能汽车,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
189,真主党拒绝与以谈判,2026-04-27 16:40:18,,石油石化|黄金|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
190,俄召见德国大使,2026-04-27 16:39:53,,军工|地缘政治|避险资产,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
191,美批准菲延长购俄油许可,2026-04-27 16:38:57,,石油开采|油气贸易|制裁豁免,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
192,浙商证券Q1净利润增35%,2026-04-27 16:38:38,浙商证券(601878.SH),券商|证券经纪|投资银行,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
193,巨人网络Q1净利润同比增211%,2026-04-27 16:38:33,巨人网络(002558.SZ),游戏|网络游戏|手游,ok,concept,网络游戏,300027,华谊兄弟,2026-04-17,22.3742,51.9361,
194,药明康德一季度业绩超预期,2026-04-27 16:38:21,药明康德,CRO|创新药|医药研发外包,ok,concept,创新药,300858,科拓生物,2026-04-17,22.448,49.8159,
195,深圳华强涨停获机构买入,2026-04-27 16:38:04,深圳华强,深圳华强|机构重仓|电子元器件,ok,company,深圳华强,000062,深圳华强,2026-04-17,8.1595,310.9623,
196,曦智科技暗盘涨超300%,2026-04-27 16:32:27,曦智科技,光芯片|AI算力|半导体,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
197,海思科新药获上市受理,2026-04-27 16:31:58,海思科(002653.SZ),创新药|COPD治疗|吸入制剂,ok,concept,创新药,300858,科拓生物,2026-04-17,22.448,49.8159,
198,人民币兑美元上涨,2026-04-27 16:30:36,,人民币升值|外汇|跨境支付,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
199,渤海军事任务禁航,2026-04-27 16:27:37,,军工|航海装备|国防安全,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
200,百度发布GenFlow4.0智能体,2026-04-27 16:26:34,百度集团|百度文库|百度网盘,AI智能体|办公软件|云计算,ok,concept,"AI智能体,云计算",920249,利尔达,2026-04-17,34.5014,14.2373,
201,日本研发猫肾病新药,2026-04-27 16:25:54,,宠物医疗|动物保健|创新药,ok,concept,创新药,300858,科拓生物,2026-04-17,22.448,49.8159,
202,深交所问询*ST天喻年报,2026-04-27 16:24:14,*ST天喻,ST板块|监管问询|年报风险,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
203,传音控股Q1净利润增42.9%,2026-04-27 16:22:11,传音控股(688036.SH),智能手机|消费电子|非洲市场,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
204,罗曼股份Q1净利润增222.75%,2026-04-27 16:21:40,罗曼股份(605289.SH),AI算力|景观照明|智慧城市,ok,concept,智慧城市,600410,华胜天成,2026-04-17,22.9354,317.3256,
205,募捐平台禁商业广告新规,2026-04-27 16:20:57,,互联网平台|慈善公益|广告监管,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
206,东京燃气46年首调基本费,2026-04-27 16:19:02,,燃气|公用事业|能源涨价,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
207,天顺风能中标4.8亿海工导管架订单,2026-04-27 16:18:05,天顺风能(002531.SZ)|中国电建|国家电投,海上风电|风电设备|海工装备,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
208,特朗普称与俄乌领导人保持联系,2026-04-27 16:16:31,,俄乌冲突|地缘政治|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
209,非洲干辣椒进口开放,2026-04-27 16:15:12,,辣椒种植|调味品|农产品进口,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
210,港股半导体领涨医药走低,2026-04-27 16:09:51,中芯国际|华虹半导体|长飞光纤光缆,半导体|光通信|生物医药,ok,concept,光通信,002902,铭普光磁,2026-04-17,29.9372,53.9647,
211,高通与OpenAI合作开发手机处理器,2026-04-27 16:09:20,高通|联发科|OpenAI,AI手机|手机芯片|边缘计算,ok,concept,边缘计算,920249,利尔达,2026-04-17,34.5014,14.2373,
212,湖南白银Q1净利润同比增456%,2026-04-27 16:08:25,湖南白银(002716.SZ),贵金属|白银|有色金属,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
213,我国牵头修订商用车气电连接国际标准,2026-04-27 16:07:43,,商用车|汽车零部件|标准制定,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
214,摩根大通建议增配股票,2026-04-27 16:07:41,,券商概念|新兴市场|矿业,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
215,禁止外资收购Manus项目,2026-04-27 16:05:24,,外资安全审查|科技并购|反垄断,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
216,禁止外资收购Manus项目,2026-04-27 16:05:24,,外资并购|科技安全|反垄断,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
217,中证协投资者保护会议,2026-04-27 16:04:09,华安证券,券商|投资者保护|金融监管,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
218,布伦特原油大涨3%,2026-04-27 16:03:10,中国石油|中国石化|中海油服,石油开采|油服|化工,ok,company,"中国石油,中国石化,中海油服",601808,中海油服,2026-04-17,0.5496,451.4714,
219,文旅部整治5A级景区,2026-04-27 16:02:40,张家界|丽江股份|桂林旅游,旅游|景区管理|消费服务,ok,company,"张家界,丽江股份,桂林旅游",002033,丽江股份,2026-04-17,19.1706,57.3108,
220,天津城管委原官员被查,2026-04-27 16:00:59,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
221,俄公民拟炸石油企业被击毙,2026-04-27 16:00:22,,石油开采|无人机|安防,ok,concept,无人机,002361,神剑股份,2026-04-17,42.8122,151.7105,
222,美银上调英特尔目标价,2026-04-27 15:59:30,英特尔,半导体|芯片设计|AI芯片,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
223,欧英央行加息预期过度,2026-04-27 15:58:59,,汇率波动|货币政策|银行,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
224,美元指数下跌,2026-04-27 15:58:57,,人民币升值|外汇|出口型企业,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
225,泰国央行或转向偏宽松,2026-04-27 15:57:53,,货币政策|泰国|地缘风险,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
226,鲍威尔调查终止，沃什提名,2026-04-27 15:57:19,,美联储政策|银行股|美元指数,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
227,特朗普批评民主党仇恨言论,2026-04-27 15:55:56,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
228,扎波罗热核电站遭袭致1死,2026-04-27 15:54:24,,核能|军工|避险,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
229,深信服Q1净亏损6450万,2026-04-27 15:54:17,深信服(300454.SZ),网络安全|云计算|物联网,ok,concept,"云计算,物联网",002771,真视通,2026-04-17,44.1472,32.3201,
230,宝鼎科技Q1净利润增268%,2026-04-27 15:53:27,宝鼎科技(002552.SZ),覆铜板|铜箔|PCB,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
231,市场情绪回暖，芯片PCB走强,2026-04-27 15:53:10,华电能源|水发燃气|沃格光电,芯片|PCB|连板股,ok,company,"华电能源,水发燃气,沃格光电",603773,沃格光电,2026-04-17,9.7369,118.8444,
232,剑桥科技Q1净利增276%,2026-04-27 15:52:46,剑桥科技,光模块|5G通信|算力,ok,company,剑桥科技,603083,剑桥科技,2026-04-17,8.5473,400.4024,
233,湖南海利投建新材料项目,2026-04-27 15:51:26,湖南海利(600731.SH),化工新材料|光气化产品|绿色化工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
234,剑桥科技Q1净利润增276%,2026-04-27 15:50:36,剑桥科技,光模块|5G通信|数据中心,ok,company,剑桥科技,603083,剑桥科技,2026-04-17,8.5473,400.4024,
235,南向资金净卖出30亿,2026-04-27 15:50:32,,港股通|北向资金|资金流向,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
236,章源钨业Q1净利润同比增796%,2026-04-27 15:50:19,章源钨业(002378.SZ),钨矿|有色金属|小金属,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
237,美廉价航空寻求政府纾困,2026-04-27 15:47:18,美国边疆航空|阿韦洛航空,航空运输|油价上涨|廉价航空,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
238,农业法修订草案审议,2026-04-27 15:46:24,北大荒|隆平高科|大北农,农业现代化|乡村振兴|粮食安全,ok,company,"北大荒,隆平高科,大北农",002385,大北农,2026-04-17,1.8604,140.6107,
239,郑商所夜盘交易时间调整,2026-04-27 15:46:12,,期货概念|商品交易所,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
240,印度新德里创4月高温纪录,2026-04-27 15:45:45,,电力|空调|农业,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
